geo_code,naptan_sto,easting,northing,district,line
E01007629,370040551,464616,411150,Doncaster District,87
E01007629,370040552,464511,411050,Doncaster District,87
E01007629,370040554,464647,411541,Doncaster District,84b
E01007629,370041219,464635,411181,Doncaster District,87
E01007629,370045277,464464,411020,Doncaster District,87
E01007629,370045512,464279,411369,Doncaster District,84
E01007802,370022335,437448,396089,Rotherham District,635
E01007802,370030252,437582,395977,Rotherham District,635
E01007802,370030254,437522,396305,Rotherham District,635
E01007802,370030255,437529,396315,Rotherham District,635
E01007802,370035298,437563,396015,Rotherham District,635
E01007437,370050716,436509,410114,Barnsley District,37ss
E01007437,370050756,436291,409776,Barnsley District,37ss
E01007437,370050757,436785,409699,Barnsley District,57
E01007437,370050758,436809,409628,Barnsley District,57
E01007437,370050866,435851,409451,Barnsley District,488
E01007437,370055198,436539,410129,Barnsley District,37ss
E01007437,370055199,436159,409585,Barnsley District,37ss
E01007437,370055274,436362,409823,Barnsley District,37ss
E01007437,370055279,436798,409814,Barnsley District,57
E01007806,370030245,440536,394444,Rotherham District,139
E01007806,370030849,440615,394383,Rotherham District,139
E01007806,370035415,440645,394379,Rotherham District,140
E01007806,370035743,440462,394137,Rotherham District,138
E01007394,370050582,438400,400600,Barnsley District,66
E01007394,370050584,438442,400537,Barnsley District,136
E01007394,370050585,438466,400524,Barnsley District,136
E01007394,370050587,438621,400438,Barnsley District,136
E01007394,370055146,438736,400412,Barnsley District,136
E01007394,370055367,438265,400219,Barnsley District,662
E01007470,370040640,453558,410154,Doncaster District,499
E01007470,370040641,453663,410412,Doncaster District,450
E01007470,370040642,453773,410628,Doncaster District,working
E01007470,370040643,453536,410763,Doncaster District,working
E01007470,370040644,453268,410591,Doncaster District,working
E01007470,370041149,453792,410794,Doncaster District,working
E01007470,370041223,453928,410714,Doncaster District,50b
E01007470,370041281,453829,410713,Doncaster District,450
E01007470,370041282,453571,410241,Doncaster District,450
E01007470,370046406,453584,410282,Doncaster District,working
E01007809,370031230,449364,388444,Rotherham District,637
E01007809,370031231,449088,388614,Rotherham District,637
E01007809,370031233,449125,388796,Rotherham District,637
E01007809,370035185,449497,388495,Rotherham District,19
E01007448,370050007,439934,403083,Barnsley District,649
E01007448,370050009,439816,403210,Barnsley District,649
E01007448,370050010,439705,403280,Barnsley District,482a
E01007448,370050011,439471,403441,Barnsley District,649
E01007448,370050012,439314,403572,Barnsley District,482a
E01007448,370050013,439195,403807,Barnsley District,482a
E01007448,370050660,439218,403773,Barnsley District,X20
E01007448,370055303,439350,403558,Barnsley District,649
E01007448,370055347,439514,403403,Barnsley District,482a
E01007448,370055965,439383,403228,Barnsley District,nan
E01008037,370021497,442689,382976,Sheffield District,8
E01008037,370021498,442829,382937,Sheffield District,8
E01008037,370021499,442983,382938,Sheffield District,120
E01008037,370021500,442927,382496,Sheffield District,120
E01008037,370021501,442928,382473,Sheffield District,120
E01008037,370021631,443129,382686,Sheffield District,120
E01008037,370021640,443132,382370,Sheffield District,120
E01008037,370021647,443142,382727,Sheffield District,120
E01008037,370021725,442824,383127,Sheffield District,752
E01008037,370026727,442480,382972,Sheffield District,8
E01008005,370022602,438343,384207,Sheffield District,18
E01008005,370022618,438802,383962,Sheffield District,8
E01008005,370022674,438909,383746,Sheffield District,8
E01008005,370022686,438403,383767,Sheffield District,PS1
E01008005,370022689,438378,384084,Sheffield District,18
E01008005,370022690,438397,383892,Sheffield District,PS1
E01008005,370022691,438360,383886,Sheffield District,PS1
E01008005,370022693,438160,383927,Sheffield District,PS1
E01008053,370022119,435650,393393,Sheffield District,8
E01008053,370023363,435333,393100,Sheffield District,8
E01008053,370023364,435463,393179,Sheffield District,8
E01008053,370023366,435501,393234,Sheffield District,8
E01008053,370023368,435697,393409,Sheffield District,83
E01008053,370023370,435725,393226,Sheffield District,83
E01008053,370023371,435708,393210,Sheffield District,83
E01008053,370023404,435670,392953,Sheffield District,83
E01007376,370050234,445635,404280,Barnsley District,668
E01007376,370050236,445419,404338,Barnsley District,665
E01007376,370050240,445218,404209,Barnsley District,664
E01007376,370050990,446356,404418,Barnsley District,X19
E01007376,370055169,445502,404260,Barnsley District,668
E01007376,370055793,446075,405287,Barnsley District,219
E01007376,370055824,445877,404870,Barnsley District,219
E01007376,370055825,445896,404829,Barnsley District,219
E01007376,370055844,445944,404386,Barnsley District,203
E01007376,370055845,445965,404419,Barnsley District,203
E01007376,370056114,445081,404207,Barnsley District,208
E01007530,370045173,457065,402189,Doncaster District,working
E01007530,370045175,457723,402602,Doncaster District,working
E01007530,370045176,457957,402458,Doncaster District,58c
E01007530,370045439,457117,402202,Doncaster District,working
E01007530,370045631,458134,402515,Doncaster District,58c
E01007530,370046096,457677,402169,Doncaster District,nan
E01007530,370046393,458169,402039,Doncaster District,56
E01007530,370046394,458169,402021,Doncaster District,working
E01007530,370046643,458035,401928,Doncaster District,56
E01007707,370030036,441896,389129,Rotherham District,74a
E01007707,370030037,441565,389223,Rotherham District,74a
E01007707,370030038,441527,389260,Sheffield District,nan
E01007707,370030039,441495,389514,Rotherham District,674
E01007707,370030164,442095,389059,Rotherham District,74a
E01007707,370035111,442350,389653,Rotherham District,73
E01007707,370036061,441497,389182,Rotherham District,74a
E01008047,370020587,433302,385784,Sheffield District,81
E01008047,370020601,433792,385572,Sheffield District,218
E01007933,370021330,431555,382923,Sheffield District,271
E01007933,370021331,431602,382959,Sheffield District,271
E01007933,370021332,431307,382727,Sheffield District,271
E01007933,370021333,431291,382729,Sheffield District,271
E01007933,370021334,431180,382680,Sheffield District,271
E01007933,370021336,431781,383116,Sheffield District,271
E01007933,370021337,431823,383151,Sheffield District,271
E01007933,370021338,431901,383405,Sheffield District,271
E01007933,370021339,431895,383368,Sheffield District,271
E01007933,370027595,432113,383095,Sheffield District,218
E01007667,370030925,445708,385902,Rotherham District,27
E01007667,370030926,445616,385750,Rotherham District,27
E01007667,370030927,445629,385721,Rotherham District,27
E01007667,370030928,445780,385542,Rotherham District,27
E01007667,370030945,445308,386092,Rotherham District,27
E01007667,370030946,445358,386288,Rotherham District,27
E01007667,370035105,445285,386066,Rotherham District,27
E01007667,370035917,445582,386053,Rotherham District,27
E01007732,370030539,440471,395199,Rotherham District,nan
E01007732,370030540,440483,395492,Rotherham District,nan
E01007732,370030541,440648,395651,Rotherham District,nan
E01007732,370030847,440696,395658,Rotherham District,nan
E01007732,370030857,440452,394954,Rotherham District,139
E01007732,370031127,440609,395475,Rotherham District,139
E01007732,370031129,440583,395298,Rotherham District,139
E01007732,370031243,440229,395007,Rotherham District,nan
E01007732,370035251,440443,394940,Rotherham District,140
E01007732,370035252,440657,395152,Rotherham District,139
E01007732,370035253,440498,395532,Rotherham District,nan
E01007732,370035266,440459,395208,Rotherham District,nan
E01007732,370035273,440973,395634,Rotherham District,140
E01007732,370035274,440263,395000,Rotherham District,nan
E01007732,370036040,440860,395641,Rotherham District,140
E01007811,370030308,445351,390768,Rotherham District,26
E01007811,370030309,445325,390784,Rotherham District,26
E01007811,370030861,445055,390818,Rotherham District,19
E01007811,370031022,445175,390881,Rotherham District,19
E01007811,370031244,445232,390387,Rotherham District,26
E01007811,370035016,446201,391659,Rotherham District,19
E01007811,370035493,445155,390261,Rotherham District,26
E01007995,370021429,433186,389598,Sheffield District,81
E01007995,370021431,433070,389816,Sheffield District,52a
E01007995,370023754,433182,389702,Sheffield District,18
E01007504,370040844,454513,408966,Doncaster District,499
E01007504,370045003,454282,407698,Doncaster District,499
E01007504,370045004,454299,407684,Doncaster District,499
E01007504,370045005,454420,407344,Doncaster District,nan
E01007504,370045096,454188,408036,Doncaster District,499
E01007504,370045099,454718,409256,Doncaster District,499
E01007504,370045536,454259,408646,Doncaster District,499
E01007504,370045537,454137,408385,Doncaster District,499
E01007504,370046493,454152,407699,Doncaster District,nan
E01007504,370046494,453883,407400,Doncaster District,nan
E01007618,370040911,455298,402878,Doncaster District,441
E01007618,370041102,455150,402749,Doncaster District,441
E01007618,370045163,455372,403001,Doncaster District,441
E01007936,370020619,432770,385370,Sheffield District,83
E01007936,370020620,432791,385368,Sheffield District,83
E01007936,370020621,432833,385415,Sheffield District,271
E01007936,370020623,432815,385144,Sheffield District,271
E01007936,370020625,432818,385015,Sheffield District,271
E01008158,370020708,430759,387623,Sheffield District,762
E01008158,370020709,430749,387635,Sheffield District,762
E01008158,370020710,430228,387552,Sheffield District,762
E01008158,370020711,430269,387561,Sheffield District,762
E01008158,370020712,430133,387581,Sheffield District,762
E01008158,370020713,430026,387510,Sheffield District,762
E01008158,370020735,431047,387788,Sheffield District,762
E01008158,370020736,431099,387808,Sheffield District,762
E01008158,370021866,431600,388452,Sheffield District,81
E01008158,370021877,431213,388157,Sheffield District,82
E01008158,370021878,431158,388137,Sheffield District,82
E01008158,370021879,431282,388184,Sheffield District,82
E01008158,370021880,431379,388393,Sheffield District,82
E01008158,370021882,431364,388480,Sheffield District,81
E01008158,370021885,431298,388247,Sheffield District,82
E01008158,370021886,431378,388439,Sheffield District,82
E01008158,370022709,429571,387420,Sheffield District,762
E01008158,370022710,429605,387396,Sheffield District,762
E01008158,370022711,429166,387337,Sheffield District,762
E01008158,370023242,428904,387142,Sheffield District,762
E01008158,370023243,428925,387106,Sheffield District,257
E01008158,370023250,428937,387127,Sheffield District,257
E01008158,370023576,431090,388305,Sheffield District,82
E01008158,370023667,428564,386928,Sheffield District,257
E01008158,370023668,428675,386964,Sheffield District,257
E01008158,370023678,431066,388184,Sheffield District,82
E01008158,370023679,431011,388194,Sheffield District,82
E01008104,370023462,434284,386282,Sheffield District,272
E01008104,370023463,434007,386111,Sheffield District,272
E01008104,370023464,434081,386171,Sheffield District,272
E01007807,370030244,440491,394248,Rotherham District,nan
E01007807,370030606,439765,394004,Rotherham District,635
E01007807,370030609,439339,394315,Rotherham District,635
E01007807,370030858,440251,394335,Rotherham District,138
E01007807,370030859,440291,394309,Rotherham District,138
E01007807,370030885,439537,394163,Rotherham District,635
E01007807,370035275,440476,394250,Rotherham District,nan
E01007807,370035742,440452,394128,Rotherham District,138
E01008100,370022645,436812,384912,Sheffield District,41
E01008100,370022646,436834,384952,Sheffield District,41
E01008100,370022647,436655,384842,Sheffield District,41
E01008100,370023199,436758,385325,Sheffield District,nan
E01008100,370023200,436744,385307,Sheffield District,nan
E01007721,370030597,446028,394464,Rotherham District,116
E01007721,370030598,446438,394601,Rotherham District,116
E01007721,370030604,446017,394533,Rotherham District,X78
E01007721,370035028,445715,394323,Rotherham District,116
E01007721,370035034,445374,394174,Rotherham District,116
E01007721,370035256,445497,394249,Rotherham District,116
E01007721,370035258,446221,394121,Rotherham District,117
E01007721,370035260,446422,394584,Rotherham District,116
E01007721,370035261,446219,394529,Rotherham District,116
E01007721,370035262,446014,394192,Rotherham District,117
E01007721,370035263,445755,394359,Rotherham District,116
E01007721,370035264,445964,394223,Rotherham District,117
E01007721,370035267,446249,394521,Rotherham District,116
E01007721,370035437,446218,394112,Rotherham District,117
E01007721,370035843,445539,394249,Rotherham District,116
E01008126,370021319,430752,392038,Sheffield District,57
E01008126,370021320,430752,392076,Sheffield District,57
E01008126,370021321,430795,392280,Sheffield District,57
E01008126,370021322,430789,392299,Sheffield District,57
E01008126,370021323,430711,392555,Sheffield District,57
E01008126,370021324,430537,392808,Sheffield District,57
E01008126,370021325,430542,392818,Sheffield District,57
E01007427,370050996,422748,403341,Barnsley District,23
E01007427,370050997,422688,403347,Barnsley District,23
E01007427,370050998,422417,403298,Barnsley District,23
E01007427,370050999,422326,403271,Barnsley District,23
E01007427,370051000,422161,403239,Barnsley District,23
E01007427,370051004,423020,403404,Barnsley District,23
E01007427,370051074,423326,403477,Barnsley District,23
E01007427,370055125,422149,403253,Barnsley District,23
E01007427,370055129,422005,403229,Barnsley District,23
E01007427,370055139,421974,403209,Barnsley District,401
E01007427,370055242,423286,403452,Barnsley District,23
E01007427,370055245,423043,403417,Barnsley District,23
E01007940,370020814,437254,390455,Sheffield District,5
E01007940,370020818,437248,390217,Sheffield District,18
E01007940,370020833,437260,390495,Sheffield District,5
E01007940,370020835,437154,390554,Sheffield District,5
E01007940,370020836,437117,390574,Sheffield District,5
E01007940,370021042,436984,390708,Sheffield District,18
E01007965,370022467,442230,385106,Sheffield District,7a
E01007965,370022468,442160,385232,Sheffield District,52a
E01007965,370022469,442237,385292,Sheffield District,52a
E01007965,370022471,442444,385254,Sheffield District,52a
E01007965,370022473,442776,385302,Sheffield District,52a
E01007965,370022474,442591,385072,Sheffield District,7a
E01007965,370022479,442702,385342,Sheffield District,52a
E01007965,370023665,442267,385266,Sheffield District,52a
E01007965,370023809,442415,385235,Sheffield District,52a
E01007965,370026731,442619,385347,Sheffield District,52a
E01007462,370050602,436167,404353,Barnsley District,6
E01007462,370055370,436215,404220,Barnsley District,6
E01007800,370030627,446646,399544,Rotherham District,208
E01007800,370030628,446612,399484,Rotherham District,208
E01007800,370030999,445631,399145,Rotherham District,208
E01007800,370035038,445645,399158,Rotherham District,208
E01007800,370035041,445406,399222,Rotherham District,208
E01007800,370035045,446116,399165,Rotherham District,208
E01007800,370035051,446025,399135,Rotherham District,208
E01007800,370035052,446449,399360,Rotherham District,208
E01007800,370035053,446397,399283,Rotherham District,208
E01007800,370070014,446155,399065,Rotherham District,107
E01007317,370050815,436654,405136,Barnsley District,482
E01007317,370050816,436644,405118,Barnsley District,6
E01007317,370056085,436448,404812,Barnsley District,nan
E01007317,370056135,436723,404610,Barnsley District,7
E01007317,370056138,436703,404426,Barnsley District,7
E01007714,370030465,443222,392966,Rotherham District,X1
E01007714,370030466,443004,392915,Rotherham District,19
E01007714,370030467,443132,392854,Rotherham District,19
E01007714,370030468,443032,392696,Rotherham District,19
E01007714,370030483,442692,393073,Rotherham District,8
E01007714,370030490,442991,392804,Rotherham District,19
E01007714,370030493,442776,392601,Rotherham District,X1
E01007714,370030494,442795,392655,Rotherham District,X1
E01007714,370030495,442877,392632,Rotherham District,19
E01007714,370030496,442722,392276,Rotherham District,73
E01007714,370030500,442556,392259,Rotherham District,X74
E01007714,370030502,442702,392368,Rotherham District,X1
E01007714,370030503,442704,392390,Rotherham District,X1
E01007714,370030835,443162,392591,Rotherham District,19
E01007714,370030836,443189,392556,Rotherham District,19
E01007714,370030882,442590,393689,Rotherham District,139
E01007714,370031026,443213,393952,Rotherham District,22a
E01007714,370031027,443184,393853,Rotherham District,22a
E01007714,370031029,443153,393588,Rotherham District,22a
E01007714,370031036,443142,393056,Rotherham District,X1
E01007714,370035321,443234,392985,Rotherham District,19
E01007714,370035761,442782,392837,Rotherham District,X1
E01007714,370035901,442712,392307,Rotherham District,73
E01007714,370035956,442553,392714,Rotherham District,135
E01007714,370036037,442506,392707,Rotherham District,135
E01007714,370036082,442757,392877,Rotherham District,19
E01007714,370036109,443086,392653,Rotherham District,19
E01007714,370070004,442826,393165,Rotherham District,19
E01007408,370050054,433773,407487,Barnsley District,94a
E01007408,370050069,433093,407215,Barnsley District,94a
E01007408,370050071,433126,407235,Barnsley District,94
E01007408,370050072,433142,407391,Barnsley District,94
E01007408,370050076,433657,406973,Barnsley District,94
E01007408,370055011,433336,407081,Barnsley District,94
E01008042,370021105,434499,384777,Sheffield District,10a
E01008042,370021110,434340,384323,Sheffield District,75
E01008042,370021111,434408,384486,Sheffield District,75
E01008042,370021112,434446,384564,Sheffield District,75
E01008042,370021113,434522,384684,Sheffield District,75
E01008042,370021114,434540,384689,Sheffield District,75
E01008042,370021117,434609,384713,Sheffield District,10
E01007393,370050599,437684,400531,Barnsley District,136
E01007393,370055151,437698,400517,Barnsley District,136
E01007393,370055922,437464,400872,Barnsley District,66
E01007393,370055958,437411,400802,Barnsley District,66
E01007330,370050895,440918,411158,Barnsley District,27
E01007330,370050896,440895,411171,Barnsley District,27
E01007330,370050897,440744,411306,Barnsley District,198
E01007330,370050898,440415,411088,Barnsley District,198
E01007330,370050901,441004,411087,Barnsley District,27
E01007330,370050902,441010,411066,Barnsley District,27
E01007330,370055016,440449,411094,Barnsley District,198
E01007330,370055017,440777,411317,Barnsley District,198
E01007330,370055093,441166,410832,Barnsley District,38a
E01007330,370055191,441544,411045,Barnsley District,38a
E01007330,370055286,441137,410794,Barnsley District,38a
E01007934,370020614,432065,385399,Sheffield District,83
E01007934,370020615,432286,385387,Sheffield District,83
E01007934,370020616,432302,385401,Sheffield District,83
E01007934,370020617,432471,385367,Sheffield District,83
E01007934,370020631,432183,385851,Sheffield District,781
E01007934,370020632,432232,385856,Sheffield District,781
E01007953,370020607,430952,386639,Sheffield District,51
E01007953,370020609,430748,386545,Sheffield District,51
E01007953,370020610,430707,386526,Sheffield District,51
E01007953,370020612,430457,386517,Sheffield District,51
E01007953,370020613,430146,386557,Sheffield District,51
E01007953,370020714,430869,387202,Sheffield District,257
E01007953,370021171,431146,386764,Sheffield District,51
E01007953,370022549,429917,386531,Sheffield District,51
E01007953,370022550,429871,386499,Sheffield District,51
E01007953,370022551,429687,386422,Sheffield District,51
E01007953,370022554,429424,386328,Sheffield District,51
E01007953,370022555,429610,386382,Sheffield District,51
E01007953,370023639,430938,386623,Sheffield District,51
E01007953,370023784,430137,386546,Sheffield District,51
E01007953,370026682,430481,386525,Sheffield District,51
E01007953,370027360,429678,386231,Sheffield District,83a
E01007898,370022384,434400,397339,Sheffield District,135
E01007898,370022389,434291,397562,Sheffield District,135
E01007898,370022390,434224,397561,Sheffield District,135
E01007575,370040007,447992,400432,Doncaster District,221
E01007575,370040020,448545,400695,Doncaster District,221
E01007575,370040023,448314,400656,Doncaster District,221
E01007575,370040024,448301,400631,Doncaster District,221
E01007575,370040026,448287,400463,Doncaster District,221
E01007575,370041040,448357,400753,Doncaster District,221
E01007575,370041094,448363,400762,Doncaster District,221
E01007575,370045160,448511,400699,Doncaster District,221
E01007331,370050365,440125,409442,Barnsley District,37
E01007331,370050912,439841,409942,Barnsley District,37
E01007331,370050913,439751,410221,Barnsley District,37
E01007331,370050916,439112,411068,Barnsley District,36
E01007331,370051173,439477,410675,Barnsley District,36
E01007331,370051174,439494,410637,Barnsley District,36
E01007331,370055044,439586,410591,Barnsley District,198
E01007331,370055050,439519,410518,Barnsley District,198
E01007331,370055192,439214,410894,Barnsley District,36
E01007331,370055881,439317,410780,Barnsley District,36
E01007331,370055904,439718,410664,Barnsley District,198
E01007331,370055912,440114,409436,Barnsley District,37
E01008028,370021470,444261,383846,Sheffield District,27
E01008028,370021492,443674,383834,Sheffield District,27
E01008028,370021493,443722,383801,Sheffield District,27
E01008028,370021494,443905,383840,Sheffield District,27
E01008028,370021495,443917,383832,Sheffield District,27
E01008028,370023611,443676,384021,Sheffield District,27
E01007520,370040447,460115,401110,Doncaster District,58c
E01007520,370040448,460132,401114,Doncaster District,58a
E01007520,370040668,459886,401419,Doncaster District,58a
E01007520,370045684,460304,400987,Doncaster District,58c
E01008035,370023793,444575,382354,Sheffield District,627
E01007897,370022418,434416,396220,Sheffield District,86
E01007897,370022419,434439,396213,Sheffield District,86
E01007897,370022519,433624,395709,Sheffield District,86
E01007897,370022524,434563,395825,Sheffield District,72
E01007897,370022525,434770,395614,Sheffield District,72
E01007897,370027167,434595,395692,Sheffield District,72
E01007897,370027305,434644,395921,Sheffield District,72
E01007897,370027306,434567,395729,Sheffield District,72
E01007897,370027307,434775,395605,Sheffield District,72
E01007452,370050023,439693,402704,Barnsley District,662
E01007452,370050024,439390,402653,Barnsley District,662
E01007452,370050025,439320,402633,Barnsley District,662
E01007452,370050026,439146,402598,Barnsley District,662
E01007452,370050028,438961,402141,Barnsley District,662
E01007452,370055067,438837,402382,Barnsley District,662
E01007452,370055144,438821,402415,Barnsley District,662
E01007452,370055378,439193,402600,Barnsley District,662
E01007452,370056048,439690,402692,Barnsley District,662
E01008101,370022650,436628,384777,Sheffield District,20
E01008101,370023196,436494,385052,Sheffield District,41
E01007535,370040681,456613,401654,Doncaster District,working
E01007535,370040684,456367,401562,Doncaster District,14
E01007535,370040685,456195,401811,Doncaster District,working
E01007535,370041124,456394,401841,Doncaster District,14
E01007535,370046425,456342,401797,Doncaster District,14
E01007535,370046426,456554,401926,Doncaster District,14
E01008019,370021627,444312,381387,Sheffield District,123
E01008019,370021628,444065,381382,Sheffield District,123
E01008019,370021642,443410,382082,Sheffield District,120
E01008019,370021658,443826,381393,Sheffield District,123
E01008019,370021660,443683,381295,Sheffield District,123
E01008019,370021670,443385,381529,Sheffield District,120
E01008019,370021671,443426,381457,Sheffield District,120
E01008019,370021672,443460,381436,Sheffield District,120
E01008019,370021673,443496,381395,Sheffield District,80a
E01008019,370021674,443511,381383,Sheffield District,80a
E01008019,370026725,443757,381474,Sheffield District,53a
E01008019,370027027,443901,381374,Sheffield District,123
E01008019,370027446,444154,381840,Sheffield District,26
E01007328,370050371,441016,409749,Barnsley District,27
E01007328,370050899,441021,410144,Barnsley District,38a
E01007328,370050900,441130,410622,Barnsley District,38a
E01007328,370050903,442361,410677,Barnsley District,38a
E01007328,370055153,441117,409584,Barnsley District,38
E01007328,370055170,441016,410081,Barnsley District,38a
E01007328,370055176,441140,410562,Barnsley District,38a
E01007328,370055181,440937,409957,Barnsley District,38
E01007328,370055188,441618,411034,Barnsley District,38a
E01007328,370055205,442331,410688,Barnsley District,38a
E01007328,370055233,441070,409693,Barnsley District,38
E01007328,370055239,441047,410196,Barnsley District,38a
E01007328,370055291,440920,409973,Barnsley District,38a
E01007328,370055431,441145,409900,Barnsley District,38
E01007328,370055456,440939,409980,Barnsley District,38a
E01007942,370020178,436247,389926,Sheffield District,1a
E01007942,370021027,436444,390114,Sheffield District,1a
E01007942,370021039,436620,390279,Sheffield District,75
E01007942,370021040,436806,390472,Sheffield District,18
E01007942,370021044,436518,390389,Sheffield District,1a
E01007942,370021045,436531,390550,Sheffield District,1a
E01007942,370021046,436509,390592,Sheffield District,1a
E01007942,370023560,436533,390327,Sheffield District,1a
E01007942,370027113,436301,390194,Sheffield District,H1
E01007942,370027342,436271,390691,Sheffield District,32
E01007942,370027460,436078,390501,Sheffield District,nan
E01007942,370027461,436407,390417,Sheffield District,32
E01007942,370027462,436240,390789,Sheffield District,nan
E01007942,370027467,435957,390334,Sheffield District,H1
E01007942,370027468,436245,390218,Sheffield District,H1
E01007788,370030074,453429,386358,Rotherham District,19
E01007788,370035432,455786,385401,Rotherham District,20
E01007788,370035759,453198,386431,Rotherham District,19
E01007788,370036009,456215,388417,Rotherham District,20
E01007788,370036010,456180,386989,Rotherham District,20
E01007637,370040587,468616,413472,Doncaster District,86a
E01007637,370040588,468814,413698,Doncaster District,86a
E01007637,370045289,469027,413942,Doncaster District,86a
E01007637,370045293,469072,414014,Doncaster District,86a
E01007637,370046113,468803,413708,Doncaster District,86a
E01007637,370046114,468927,413847,Doncaster District,86a
E01007637,370046115,468882,413524,Doncaster District,87
E01007637,370046148,468858,413557,Doncaster District,87
E01008102,370022585,437863,384648,Sheffield District,PS1
E01008102,370022590,437886,384747,Sheffield District,51
E01008102,370022591,437790,384768,Sheffield District,51
E01008102,370022592,437609,384771,Sheffield District,51
E01008102,370022593,437497,384770,Sheffield District,51
E01008102,370023759,437801,384581,Sheffield District,10a
E01008102,370027566,437308,385071,Sheffield District,41
E01008102,370027567,437365,385067,Sheffield District,41
E01008078,370021943,436151,381983,Sheffield District,nan
E01008078,370022058,435860,382683,Sheffield District,18
E01008078,370022080,436864,382416,Sheffield District,18
E01008078,370022081,436855,382752,Sheffield District,PS1
E01008078,370022082,436833,382752,Sheffield District,PS1
E01008078,370022084,436658,382697,Sheffield District,PS1
E01008078,370022085,436124,382671,Sheffield District,18
E01008078,370022086,436175,382656,Sheffield District,18
E01008078,370022087,436379,382600,Sheffield District,18
E01008078,370022088,436389,382587,Sheffield District,18
E01008078,370022089,436558,382548,Sheffield District,18
E01008078,370022091,436558,382504,Sheffield District,PS1
E01008078,370022092,436165,382184,Sheffield District,PS1
E01008078,370022093,436140,382162,Sheffield District,PS1
E01008078,370022094,436109,382122,Sheffield District,nan
E01008078,370023720,436587,382498,Sheffield District,PS1
E01007516,370040916,455659,404738,Doncaster District,54
E01007516,370040997,456161,404918,Doncaster District,64a
E01007516,370041120,455947,404487,Doncaster District,working
E01007516,370045617,455686,404680,Doncaster District,working
E01007516,370045620,455681,404683,Doncaster District,working
E01007516,370046169,456563,404777,Doncaster District,64a
E01007516,370046170,456286,404786,Doncaster District,64a
E01007464,370040856,453334,408265,Doncaster District,54
E01007464,370040859,453337,408654,Doncaster District,54
E01007464,370040860,453509,408752,Doncaster District,54
E01007464,370040864,453924,408260,Doncaster District,working
E01007464,370040865,453769,408585,Doncaster District,54
E01007464,370040867,453621,408473,Doncaster District,54
E01007464,370040868,453544,408421,Doncaster District,54
E01007464,370045002,453685,408068,Doncaster District,working
E01007464,370045091,453266,408127,Doncaster District,working
E01007464,370045092,453445,407903,Doncaster District,working
E01007464,370045093,453733,408121,Doncaster District,working
E01007676,370030188,441563,391514,Rotherham District,X1
E01007676,370030189,441403,391481,Rotherham District,X1
E01007676,370030191,441014,391429,Rotherham District,X1
E01007676,370030192,442538,391188,Rotherham District,73
E01007676,370030195,442136,391937,Rotherham District,X1
E01007676,370030199,442236,390378,Rotherham District,73
E01007676,370030204,442534,390443,Rotherham District,208
E01007676,370030205,442533,390572,Rotherham District,73
E01007676,370030213,441437,390383,Rotherham District,73
E01007676,370030215,441915,390411,Rotherham District,73
E01007676,370030787,440907,391432,Rotherham District,X1
E01007676,370030844,442623,391772,Rotherham District,73
E01007676,370031177,442598,390419,Rotherham District,208
E01007676,370035031,442482,390525,Rotherham District,73
E01007676,370035032,441975,390396,Rotherham District,73
E01007676,370035033,441649,390452,Rotherham District,73
E01007676,370035351,442183,390373,Rotherham District,73
E01007676,370035359,440780,391472,Rotherham District,X1
E01007676,370035899,440764,391521,Rotherham District,nan
E01007362,370050411,433971,409665,Barnsley District,485
E01007362,370050412,433928,409662,Barnsley District,485
E01007362,370050413,433720,409718,Barnsley District,485
E01007362,370050414,433532,409791,Barnsley District,485
E01007362,370055217,433769,409716,Barnsley District,485
E01007362,370055218,433289,409963,Barnsley District,485
E01007362,370055455,433353,409889,Barnsley District,485
E01007414,370050505,435164,405240,Barnsley District,X17
E01007414,370050506,435130,405269,Barnsley District,2
E01007414,370051114,434671,405349,Barnsley District,479
E01007414,370051131,435093,405273,Barnsley District,67
E01007414,370051177,435242,405118,Barnsley District,X17
E01007414,370055058,435643,405716,Barnsley District,7
E01007424,370030788,436459,398790,Rotherham District,648
E01007424,370035434,436564,398307,Rotherham District,690
E01007424,370035435,436545,398377,Barnsley District,648
E01007424,370050284,434943,399868,Barnsley District,nan
E01007424,370050285,434964,399890,Barnsley District,nan
E01007424,370050286,434143,399480,Barnsley District,72
E01007424,370050454,434804,400417,Barnsley District,482
E01007424,370050456,434381,400246,Barnsley District,67a
E01007424,370050457,434596,400253,Barnsley District,67a
E01007424,370050458,434576,400161,Barnsley District,67a
E01007424,370050459,434434,400053,Barnsley District,67a
E01007424,370050461,433621,400382,Barnsley District,67a
E01007424,370050476,434809,400437,Barnsley District,482
E01007424,370050495,436461,397857,Barnsley District,M92
E01007424,370050641,435497,400141,Barnsley District,nan
E01007424,370050662,435369,400311,Barnsley District,2
E01007424,370050663,435311,400364,Barnsley District,2
E01007424,370051108,433938,399553,Barnsley District,201
E01007424,370051109,433717,399373,Barnsley District,201
E01007424,370051191,433655,400136,Barnsley District,67a
E01007424,370055076,434432,400013,Barnsley District,67a
E01007424,370055117,433658,400162,Barnsley District,67a
E01007424,370055313,433611,400625,Barnsley District,34
E01007424,370055350,434148,399523,Barnsley District,67a
E01007424,370055991,433653,399128,Barnsley District,201
E01007424,370056038,434496,400239,Barnsley District,67a
E01007424,370056039,434571,400172,Barnsley District,67a
